fecha,producto,cantidad,precio
2026-01-27 12:19:28.421802,Notebook,9,1436.83
2026-01-27 12:19:28.421802,Blackboard,3,1311.17
2026-01-27 12:19:28.421802,Blackboard,10,1038.29
2026-01-27 12:19:28.421802,Pencil,3,211.01
2026-01-27 12:19:28.421802,Paper,2,979.14
2026-01-27 12:19:28.421802,Notebook,6,1406.22
2026-01-27 12:19:28.421802,Blackboard,1,1399.21
2026-01-27 12:19:28.421802,Paper,2,1277.4
2026-01-27 12:19:28.421802,Blackboard,2,1048.33
2026-01-27 12:19:28.421802,Blackboard,4,863.89
2026-01-27 12:19:28.421802,Book,2,984.12
2026-01-27 12:19:28.421802,Paper,9,630.6
2026-01-27 12:19:28.421802,Blackboard,8,552.55
2026-01-27 12:19:28.421802,Paper,7,311.88
2026-01-27 12:19:28.421802,Notebook,9,1146.79
2026-01-27 12:19:28.421802,Pencil,8,431.98
2026-01-27 12:19:28.421802,Blackboard,2,298.08
2026-01-27 12:19:28.421802,Blackboard,1,974.75
2026-01-27 12:19:28.421802,Paper,9,1344.63
2026-01-27 12:19:28.421802,Notebook,6,509.34
2026-01-27 12:19:28.421802,Notebook,8,217.55
2026-01-27 12:19:28.421802,Pencil,9,1369.61
2026-01-27 12:19:28.421802,Book,5,1062.93
2026-01-27 12:19:28.421802,Notebook,4,1141.15
2026-01-27 12:19:28.421802,Blackboard,2,149.33
2026-01-27 12:19:28.421802,Pencil,1,205.08
2026-01-27 12:19:28.421802,Notebook,3,712.81
2026-01-27 12:19:28.421802,Notebook,2,1154.61
2026-01-27 12:19:28.421802,Book,8,377.99
2026-01-27 12:19:28.421802,Paper,9,325.06
2026-01-27 12:19:28.421802,Blackboard,4,204.58
2026-01-27 12:19:28.421802,Paper,6,695.21
2026-01-27 12:19:28.421802,Book,10,1151.79
2026-01-27 12:19:28.421802,Book,6,1172.44
2026-01-27 12:19:28.421802,Blackboard,6,328.66
2026-01-27 12:19:28.421802,Pencil,4,131.8
2026-01-27 12:19:28.421802,Notebook,5,905.22
2026-01-27 12:19:28.421802,Pencil,10,584.3
2026-01-27 12:19:28.421802,Pencil,2,1118.18
2026-01-27 12:19:28.421802,Pencil,2,1462.61
2026-01-27 12:19:28.421802,Blackboard,10,692.41
2026-01-27 12:19:28.421802,Book,2,234.0
2026-01-27 12:19:28.421802,Pencil,4,151.24
2026-01-27 12:19:28.421802,Book,3,1172.96
2026-01-27 12:19:28.421802,Notebook,5,978.39
2026-01-27 12:19:28.421802,Paper,9,228.96
2026-01-27 12:19:28.421802,Book,3,715.79
2026-01-27 12:19:28.421802,Blackboard,3,878.5
2026-01-27 12:19:28.421802,Notebook,8,868.05
2026-01-27 12:19:28.421802,Pencil,1,677.25
