fecha,producto,cantidad,precio
2026-01-27 12:09:26.554668,Notebook,6,580.52
2026-01-27 12:09:26.554668,Notebook,9,115.57
2026-01-27 12:09:26.554668,Pencil,1,484.94
2026-01-27 12:09:26.554668,Notebook,1,543.42
2026-01-27 12:09:26.554668,Blackboard,8,446.04
2026-01-27 12:09:26.554668,Paper,2,899.31
2026-01-27 12:09:26.554668,Paper,10,1245.92
2026-01-27 12:09:26.554668,Pencil,5,157.03
2026-01-27 12:09:26.554668,Pencil,2,954.84
2026-01-27 12:09:26.554668,Book,9,584.38
2026-01-27 12:09:26.554668,Paper,1,801.95
2026-01-27 12:09:26.554668,Blackboard,4,624.1
2026-01-27 12:09:26.554668,Notebook,4,390.35
2026-01-27 12:09:26.554668,Notebook,4,639.5
2026-01-27 12:09:26.554668,Pencil,8,933.71
2026-01-27 12:09:26.554668,Pencil,6,1023.73
2026-01-27 12:09:26.554668,Paper,8,505.64
2026-01-27 12:09:26.554668,Paper,1,870.3
2026-01-27 12:09:26.554668,Paper,4,847.43
2026-01-27 12:09:26.554668,Notebook,5,860.24
2026-01-27 12:09:26.554668,Pencil,2,314.75
2026-01-27 12:09:26.554668,Blackboard,7,953.87
2026-01-27 12:09:26.554668,Book,9,1233.33
2026-01-27 12:09:26.554668,Book,3,1085.05
2026-01-27 12:09:26.554668,Pencil,6,1441.55
2026-01-27 12:09:26.554668,Blackboard,10,196.39
2026-01-27 12:09:26.554668,Pencil,6,1124.81
2026-01-27 12:09:26.554668,Paper,6,492.96
2026-01-27 12:09:26.554668,Pencil,4,353.88
2026-01-27 12:09:26.554668,Paper,6,265.61
2026-01-27 12:09:26.554668,Blackboard,2,1265.27
2026-01-27 12:09:26.554668,Book,6,208.15
2026-01-27 12:09:26.554668,Notebook,2,1001.91
2026-01-27 12:09:26.554668,Pencil,3,907.79
2026-01-27 12:09:26.554668,Paper,2,344.24
2026-01-27 12:09:26.554668,Blackboard,5,593.41
2026-01-27 12:09:26.554668,Paper,6,1180.29
2026-01-27 12:09:26.554668,Book,7,755.12
2026-01-27 12:09:26.554668,Paper,1,1151.6
2026-01-27 12:09:26.554668,Pencil,5,182.96
2026-01-27 12:09:26.554668,Pencil,7,476.99
2026-01-27 12:09:26.554668,Paper,10,1430.43
2026-01-27 12:09:26.554668,Book,1,1009.64
2026-01-27 12:09:26.554668,Book,8,418.2
2026-01-27 12:09:26.554668,Blackboard,5,194.07
2026-01-27 12:09:26.554668,Paper,5,469.89
2026-01-27 12:09:26.554668,Paper,10,373.8
2026-01-27 12:09:26.554668,Notebook,9,746.7
2026-01-27 12:09:26.554668,Book,6,389.17
2026-01-27 12:09:26.554668,Blackboard,8,592.89
