fecha,producto,cantidad,precio
2026-01-27 12:01:27.294733,Blackboard,2,180.85
2026-01-27 12:01:27.294733,Notebook,6,716.1
2026-01-27 12:01:27.294733,Notebook,9,850.4
2026-01-27 12:01:27.294733,Pencil,7,401.92
2026-01-27 12:01:27.294733,Book,3,485.22
2026-01-27 12:01:27.294733,Blackboard,7,1402.07
2026-01-27 12:01:27.294733,Paper,1,434.52
2026-01-27 12:01:27.294733,Notebook,2,1154.06
2026-01-27 12:01:27.294733,Book,5,1015.74
2026-01-27 12:01:27.294733,Pencil,2,268.8
2026-01-27 12:01:27.294733,Book,3,400.58
2026-01-27 12:01:27.294733,Paper,6,1189.48
2026-01-27 12:01:27.294733,Blackboard,2,1329.55
2026-01-27 12:01:27.294733,Paper,3,771.38
2026-01-27 12:01:27.294733,Blackboard,3,973.64
2026-01-27 12:01:27.294733,Notebook,2,1461.16
2026-01-27 12:01:27.294733,Book,9,1045.72
2026-01-27 12:01:27.294733,Notebook,3,1115.21
2026-01-27 12:01:27.294733,Notebook,9,1284.19
2026-01-27 12:01:27.294733,Notebook,5,753.75
2026-01-27 12:01:27.294733,Paper,9,533.71
2026-01-27 12:01:27.294733,Pencil,7,713.35
2026-01-27 12:01:27.294733,Book,6,622.88
2026-01-27 12:01:27.294733,Pencil,10,273.49
2026-01-27 12:01:27.294733,Book,4,1065.94
2026-01-27 12:01:27.294733,Pencil,2,372.72
2026-01-27 12:01:27.294733,Paper,6,444.81
2026-01-27 12:01:27.294733,Pencil,5,218.39
2026-01-27 12:01:27.294733,Notebook,10,1286.0
2026-01-27 12:01:27.294733,Book,2,1169.99
2026-01-27 12:01:27.294733,Paper,5,295.63
2026-01-27 12:01:27.294733,Book,7,610.62
2026-01-27 12:01:27.294733,Paper,5,1090.13
2026-01-27 12:01:27.294733,Book,3,309.35
2026-01-27 12:01:27.294733,Pencil,5,291.61
2026-01-27 12:01:27.294733,Blackboard,5,1184.29
2026-01-27 12:01:27.294733,Paper,4,976.17
2026-01-27 12:01:27.294733,Notebook,4,811.14
2026-01-27 12:01:27.294733,Notebook,7,649.34
2026-01-27 12:01:27.294733,Pencil,8,203.37
2026-01-27 12:01:27.294733,Blackboard,6,1009.1
2026-01-27 12:01:27.294733,Book,6,675.0
2026-01-27 12:01:27.294733,Book,4,986.22
2026-01-27 12:01:27.294733,Notebook,7,597.32
2026-01-27 12:01:27.294733,Notebook,4,1044.69
2026-01-27 12:01:27.294733,Blackboard,7,856.76
2026-01-27 12:01:27.294733,Paper,7,318.11
2026-01-27 12:01:27.294733,Pencil,2,220.6
2026-01-27 12:01:27.294733,Pencil,2,967.98
2026-01-27 12:01:27.294733,Pencil,7,349.05
