fecha,producto,cantidad,precio
2026-01-27 12:25:29.616418,Pencil,4,611.49
2026-01-27 12:25:29.616418,Paper,7,581.74
2026-01-27 12:25:29.616418,Notebook,6,768.91
2026-01-27 12:25:29.616418,Paper,9,271.64
2026-01-27 12:25:29.616418,Blackboard,6,166.3
2026-01-27 12:25:29.616418,Notebook,1,1171.63
2026-01-27 12:25:29.616418,Notebook,3,961.11
2026-01-27 12:25:29.616418,Pencil,9,175.3
2026-01-27 12:25:29.616418,Paper,10,661.93
2026-01-27 12:25:29.616418,Book,8,1377.36
2026-01-27 12:25:29.616418,Pencil,2,1176.8
2026-01-27 12:25:29.616418,Pencil,8,699.03
2026-01-27 12:25:29.616418,Paper,6,178.0
2026-01-27 12:25:29.616418,Notebook,1,826.87
2026-01-27 12:25:29.616418,Blackboard,10,1153.18
2026-01-27 12:25:29.616418,Paper,6,1349.9
2026-01-27 12:25:29.616418,Book,6,1459.07
2026-01-27 12:25:29.616418,Notebook,5,1118.51
2026-01-27 12:25:29.616418,Pencil,6,1055.25
2026-01-27 12:25:29.616418,Book,3,389.41
2026-01-27 12:25:29.616418,Paper,9,323.52
2026-01-27 12:25:29.616418,Blackboard,4,549.95
2026-01-27 12:25:29.616418,Notebook,2,1106.29
2026-01-27 12:25:29.616418,Pencil,1,1160.82
2026-01-27 12:25:29.616418,Notebook,8,163.18
2026-01-27 12:25:29.616418,Pencil,6,1277.5
2026-01-27 12:25:29.616418,Pencil,8,931.74
2026-01-27 12:25:29.616418,Book,7,991.66
2026-01-27 12:25:29.616418,Notebook,3,877.93
2026-01-27 12:25:29.616418,Blackboard,1,297.89
2026-01-27 12:25:29.616418,Pencil,7,1029.36
2026-01-27 12:25:29.616418,Book,3,917.77
2026-01-27 12:25:29.616418,Book,6,353.05
2026-01-27 12:25:29.616418,Blackboard,5,137.7
2026-01-27 12:25:29.616418,Book,5,405.36
2026-01-27 12:25:29.616418,Paper,3,844.92
2026-01-27 12:25:29.616418,Blackboard,5,479.04
2026-01-27 12:25:29.616418,Pencil,7,204.77
2026-01-27 12:25:29.616418,Book,7,507.98
2026-01-27 12:25:29.616418,Blackboard,7,896.69
2026-01-27 12:25:29.616418,Notebook,2,581.88
2026-01-27 12:25:29.616418,Paper,10,398.63
2026-01-27 12:25:29.616418,Notebook,10,1484.99
2026-01-27 12:25:29.616418,Notebook,10,110.34
2026-01-27 12:25:29.616418,Pencil,6,1442.64
2026-01-27 12:25:29.616418,Notebook,5,1314.79
2026-01-27 12:25:29.616418,Paper,1,692.91
2026-01-27 12:25:29.616418,Pencil,8,347.56
2026-01-27 12:25:29.616418,Book,10,568.94
2026-01-27 12:25:29.616418,Pencil,8,875.67
