fecha,producto,cantidad,precio
2026-01-27 12:21:28.314410,Paper,10,620.71
2026-01-27 12:21:28.314410,Paper,10,1343.32
2026-01-27 12:21:28.314410,Notebook,8,295.11
2026-01-27 12:21:28.314410,Notebook,5,635.13
2026-01-27 12:21:28.314410,Book,2,470.17
2026-01-27 12:21:28.314410,Notebook,5,540.37
2026-01-27 12:21:28.314410,Blackboard,10,732.51
2026-01-27 12:21:28.314410,Pencil,7,471.48
2026-01-27 12:21:28.314410,Pencil,10,900.63
2026-01-27 12:21:28.314410,Paper,3,1004.96
2026-01-27 12:21:28.314410,Book,3,800.87
2026-01-27 12:21:28.314410,Paper,4,615.28
2026-01-27 12:21:28.314410,Book,3,545.34
2026-01-27 12:21:28.314410,Blackboard,6,1082.27
2026-01-27 12:21:28.314410,Pencil,9,550.06
2026-01-27 12:21:28.314410,Blackboard,2,726.45
2026-01-27 12:21:28.314410,Notebook,8,593.62
2026-01-27 12:21:28.314410,Notebook,3,537.83
2026-01-27 12:21:28.314410,Pencil,3,843.57
2026-01-27 12:21:28.314410,Pencil,10,1242.74
2026-01-27 12:21:28.314410,Paper,8,1373.72
2026-01-27 12:21:28.314410,Book,3,963.24
2026-01-27 12:21:28.314410,Notebook,8,1498.22
2026-01-27 12:21:28.314410,Blackboard,9,828.04
2026-01-27 12:21:28.314410,Blackboard,10,1362.75
2026-01-27 12:21:28.314410,Book,1,867.09
2026-01-27 12:21:28.314410,Paper,6,1093.16
2026-01-27 12:21:28.314410,Paper,6,1457.98
2026-01-27 12:21:28.314410,Notebook,8,1329.61
2026-01-27 12:21:28.314410,Notebook,6,1337.55
2026-01-27 12:21:28.314410,Book,8,610.35
2026-01-27 12:21:28.314410,Pencil,2,947.06
2026-01-27 12:21:28.314410,Paper,9,118.03
2026-01-27 12:21:28.314410,Pencil,6,657.43
2026-01-27 12:21:28.314410,Book,2,329.69
2026-01-27 12:21:28.314410,Blackboard,4,1130.44
2026-01-27 12:21:28.314410,Book,9,711.24
2026-01-27 12:21:28.314410,Paper,1,826.74
2026-01-27 12:21:28.314410,Pencil,3,629.94
2026-01-27 12:21:28.314410,Notebook,1,541.78
2026-01-27 12:21:28.314410,Blackboard,6,437.3
2026-01-27 12:21:28.314410,Notebook,8,1032.0
2026-01-27 12:21:28.314410,Blackboard,1,419.63
2026-01-27 12:21:28.314410,Notebook,7,1047.47
2026-01-27 12:21:28.314410,Paper,9,198.06
2026-01-27 12:21:28.314410,Pencil,3,1204.62
2026-01-27 12:21:28.314410,Paper,2,229.43
2026-01-27 12:21:28.314410,Book,3,589.57
2026-01-27 12:21:28.314410,Pencil,5,602.98
2026-01-27 12:21:28.314410,Notebook,8,976.75
