fecha,producto,cantidad,precio
2026-01-27 12:23:24.890379,Book,1,990.87
2026-01-27 12:23:24.890379,Notebook,2,325.01
2026-01-27 12:23:24.890379,Paper,7,770.16
2026-01-27 12:23:24.890379,Pencil,6,1298.11
2026-01-27 12:23:24.890379,Book,10,570.26
2026-01-27 12:23:24.890379,Pencil,9,802.82
2026-01-27 12:23:24.890379,Blackboard,8,1146.02
2026-01-27 12:23:24.890379,Book,2,360.23
2026-01-27 12:23:24.890379,Paper,1,1196.74
2026-01-27 12:23:24.890379,Book,2,621.95
2026-01-27 12:23:24.890379,Book,9,1272.36
2026-01-27 12:23:24.890379,Blackboard,6,434.74
2026-01-27 12:23:24.890379,Book,10,704.81
2026-01-27 12:23:24.890379,Book,10,343.84
2026-01-27 12:23:24.890379,Paper,1,439.46
2026-01-27 12:23:24.890379,Book,1,1004.51
2026-01-27 12:23:24.890379,Pencil,10,603.12
2026-01-27 12:23:24.890379,Pencil,5,987.97
2026-01-27 12:23:24.890379,Paper,5,1216.4
2026-01-27 12:23:24.890379,Pencil,8,1398.56
2026-01-27 12:23:24.890379,Blackboard,7,412.44
2026-01-27 12:23:24.890379,Notebook,5,986.14
2026-01-27 12:23:24.890379,Paper,8,188.73
2026-01-27 12:23:24.890379,Pencil,3,906.7
2026-01-27 12:23:24.890379,Book,2,781.68
2026-01-27 12:23:24.890379,Book,1,594.52
2026-01-27 12:23:24.890379,Book,3,1292.87
2026-01-27 12:23:24.890379,Notebook,9,463.55
2026-01-27 12:23:24.890379,Book,7,1020.13
2026-01-27 12:23:24.890379,Notebook,2,106.84
2026-01-27 12:23:24.890379,Notebook,3,1383.84
2026-01-27 12:23:24.890379,Paper,4,1236.5
2026-01-27 12:23:24.890379,Paper,1,433.48
2026-01-27 12:23:24.890379,Blackboard,10,1437.52
2026-01-27 12:23:24.890379,Paper,10,487.69
2026-01-27 12:23:24.890379,Pencil,5,806.55
2026-01-27 12:23:24.890379,Blackboard,9,1233.85
2026-01-27 12:23:24.890379,Paper,8,1409.2
2026-01-27 12:23:24.890379,Book,3,1122.61
2026-01-27 12:23:24.890379,Notebook,4,128.51
2026-01-27 12:23:24.890379,Pencil,3,441.3
2026-01-27 12:23:24.890379,Paper,7,596.45
2026-01-27 12:23:24.890379,Blackboard,8,1480.73
2026-01-27 12:23:24.890379,Blackboard,2,1230.24
2026-01-27 12:23:24.890379,Book,5,1179.12
2026-01-27 12:23:24.890379,Paper,5,608.21
2026-01-27 12:23:24.890379,Paper,3,840.7
2026-01-27 12:23:24.890379,Book,1,555.46
2026-01-27 12:23:24.890379,Book,10,430.6
2026-01-27 12:23:24.890379,Notebook,3,756.18
