fecha,producto,cantidad,precio
2026-01-27 12:13:24.970808,Pencil,9,429.37
2026-01-27 12:13:24.970808,Pencil,10,192.38
2026-01-27 12:13:24.970808,Notebook,10,369.7
2026-01-27 12:13:24.970808,Pencil,10,743.47
2026-01-27 12:13:24.970808,Book,10,802.44
2026-01-27 12:13:24.970808,Pencil,1,1305.98
2026-01-27 12:13:24.970808,Notebook,9,1376.66
2026-01-27 12:13:24.970808,Book,5,239.54
2026-01-27 12:13:24.970808,Book,3,294.49
2026-01-27 12:13:24.970808,Book,6,1110.46
2026-01-27 12:13:24.970808,Book,9,485.02
2026-01-27 12:13:24.970808,Blackboard,5,588.88
2026-01-27 12:13:24.970808,Book,2,1229.01
2026-01-27 12:13:24.970808,Notebook,2,356.02
2026-01-27 12:13:24.970808,Pencil,9,1089.25
2026-01-27 12:13:24.970808,Notebook,10,956.07
2026-01-27 12:13:24.970808,Paper,4,1356.59
2026-01-27 12:13:24.970808,Pencil,2,437.43
2026-01-27 12:13:24.970808,Book,4,320.09
2026-01-27 12:13:24.970808,Blackboard,1,289.61
2026-01-27 12:13:24.970808,Blackboard,4,1086.24
2026-01-27 12:13:24.970808,Notebook,2,751.46
2026-01-27 12:13:24.970808,Blackboard,8,1207.95
2026-01-27 12:13:24.970808,Paper,9,783.64
2026-01-27 12:13:24.970808,Notebook,9,572.92
2026-01-27 12:13:24.970808,Paper,10,1181.34
2026-01-27 12:13:24.970808,Book,3,142.52
2026-01-27 12:13:24.970808,Paper,5,214.57
2026-01-27 12:13:24.970808,Notebook,1,1297.98
2026-01-27 12:13:24.970808,Book,2,840.09
2026-01-27 12:13:24.970808,Notebook,9,1212.56
2026-01-27 12:13:24.970808,Pencil,9,965.01
2026-01-27 12:13:24.970808,Book,8,126.6
2026-01-27 12:13:24.970808,Blackboard,8,344.86
2026-01-27 12:13:24.970808,Notebook,5,454.16
2026-01-27 12:13:24.970808,Notebook,5,178.54
2026-01-27 12:13:24.970808,Blackboard,2,832.05
2026-01-27 12:13:24.970808,Pencil,7,607.45
2026-01-27 12:13:24.970808,Paper,10,543.63
2026-01-27 12:13:24.970808,Book,7,870.28
2026-01-27 12:13:24.970808,Blackboard,7,1321.12
2026-01-27 12:13:24.970808,Blackboard,3,436.42
2026-01-27 12:13:24.970808,Blackboard,1,917.84
2026-01-27 12:13:24.970808,Paper,9,124.09
2026-01-27 12:13:24.970808,Notebook,3,302.11
2026-01-27 12:13:24.970808,Notebook,6,179.13
2026-01-27 12:13:24.970808,Notebook,9,275.85
2026-01-27 12:13:24.970808,Pencil,10,506.31
2026-01-27 12:13:24.970808,Blackboard,7,561.91
2026-01-27 12:13:24.970808,Book,2,1137.94
