fecha,producto,cantidad,precio
2026-01-27 12:11:28.823407,Book,2,1025.69
2026-01-27 12:11:28.823407,Blackboard,1,810.27
2026-01-27 12:11:28.823407,Notebook,4,1163.93
2026-01-27 12:11:28.823407,Book,7,1138.96
2026-01-27 12:11:28.823407,Notebook,5,715.44
2026-01-27 12:11:28.823407,Blackboard,1,196.53
2026-01-27 12:11:28.823407,Pencil,1,955.45
2026-01-27 12:11:28.823407,Blackboard,7,513.02
2026-01-27 12:11:28.823407,Notebook,9,434.86
2026-01-27 12:11:28.823407,Pencil,8,158.21
2026-01-27 12:11:28.823407,Paper,4,894.78
2026-01-27 12:11:28.823407,Pencil,4,374.8
2026-01-27 12:11:28.823407,Pencil,4,287.41
2026-01-27 12:11:28.823407,Notebook,9,797.22
2026-01-27 12:11:28.823407,Paper,4,844.28
2026-01-27 12:11:28.823407,Paper,7,839.24
2026-01-27 12:11:28.823407,Book,1,884.89
2026-01-27 12:11:28.823407,Notebook,9,1258.04
2026-01-27 12:11:28.823407,Pencil,5,1233.71
2026-01-27 12:11:28.823407,Paper,8,738.29
2026-01-27 12:11:28.823407,Book,8,468.4
2026-01-27 12:11:28.823407,Pencil,8,1310.8
2026-01-27 12:11:28.823407,Pencil,2,1085.32
2026-01-27 12:11:28.823407,Book,10,1410.02
2026-01-27 12:11:28.823407,Blackboard,2,826.64
2026-01-27 12:11:28.823407,Paper,9,424.41
2026-01-27 12:11:28.823407,Blackboard,3,1223.89
2026-01-27 12:11:28.823407,Paper,10,629.94
2026-01-27 12:11:28.823407,Pencil,10,789.38
2026-01-27 12:11:28.823407,Notebook,7,1193.0
2026-01-27 12:11:28.823407,Blackboard,8,1441.63
2026-01-27 12:11:28.823407,Book,10,174.92
2026-01-27 12:11:28.823407,Paper,7,615.42
2026-01-27 12:11:28.823407,Notebook,6,868.42
2026-01-27 12:11:28.823407,Notebook,6,586.17
2026-01-27 12:11:28.823407,Pencil,3,599.75
2026-01-27 12:11:28.823407,Pencil,7,332.3
2026-01-27 12:11:28.823407,Paper,4,1460.31
2026-01-27 12:11:28.823407,Blackboard,5,559.53
2026-01-27 12:11:28.823407,Pencil,10,158.04
2026-01-27 12:11:28.823407,Book,1,565.3
2026-01-27 12:11:28.823407,Paper,2,1341.53
2026-01-27 12:11:28.823407,Blackboard,9,1203.77
2026-01-27 12:11:28.823407,Pencil,9,314.72
2026-01-27 12:11:28.823407,Book,2,1393.49
2026-01-27 12:11:28.823407,Paper,10,1101.07
2026-01-27 12:11:28.823407,Book,7,387.62
2026-01-27 12:11:28.823407,Pencil,2,492.57
2026-01-27 12:11:28.823407,Notebook,7,1129.08
2026-01-27 12:11:28.823407,Notebook,9,676.65
